code,name,trade_date,dailyline_found,auction_pct,open_pct,close_pct,excess_return,prev_close,day_open,day_high,day_low,day_close
601678,滨化股份,2026-05-15,True,10.04,10.04,10.04,0.0,5.28,5.81,5.81,5.81,5.81
002915,中欣氟材,2026-05-15,True,10.0,10.0,10.0,0.0,21.01,23.11,23.11,23.11,23.11
300721,怡达股份,2026-05-15,True,9.6,9.6,19.98,10.38,24.47,26.82,29.36,26.82,29.36
688549,中巨芯-U,2026-05-15,True,16.65,16.65,20.01,3.36,13.99,16.32,16.79,16.3,16.79
001393,N维通利,2026-05-15,True,295.0,295.0,297.2,2.2,30.38,120.0,150.0,120.0,120.67
001259,利仁科技,2026-05-15,True,10.0,10.0,10.0,0.0,55.0,60.5,60.5,60.5,60.5
002918,蒙娜丽莎,2026-05-15,True,9.98,9.98,9.98,0.0,16.94,18.63,18.63,17.6,18.63
002929,润建股份,2026-05-15,True,1.43,1.43,7.01,5.58,86.9,88.14,95.59,87.0,92.99
002364,中恒电气,2026-05-15,True,1.56,1.56,-1.83,-3.39,48.74,49.5,49.8,46.95,47.85
300632,光莆股份,2026-05-15,True,7.88,7.88,10.71,2.83,31.85,34.36,36.68,33.53,35.26
300263,隆华科技,2026-05-15,True,9.17,9.17,20.0,10.83,11.45,12.5,13.74,12.4,13.74
600933,爱柯迪,2026-05-15,True,3.05,3.05,1.5,-1.55,17.38,17.91,18.25,17.09,17.64
600328,中盐化工,2026-05-15,True,2.75,2.75,0.5,-2.25,8.0,8.22,8.37,8.01,8.04
300066,三川智慧,2026-05-15,True,1.59,1.59,2.86,1.27,6.29,6.39,6.7,6.39,6.47
688291,金橙子,2026-05-15,True,3.53,3.53,5.38,1.85,47.81,49.5,53.56,49.0,50.38
002309,中利集团,2026-05-15,True,3.29,3.29,-10.06,-13.35,5.17,5.34,5.34,4.65,4.65
688193,仁度生物,2026-05-15,True,3.16,3.16,-5.42,-8.58,58.16,60.0,60.0,54.13,55.01
002254,泰和新材,2026-05-15,True,0.74,0.74,-4.77,-5.51,14.89,15.0,15.03,13.68,14.18
605399,晨光新材,2026-05-15,True,0.53,0.53,1.12,0.59,15.22,15.3,15.9,15.0,15.39
688281,华秦科技,2026-05-15,True,0.11,0.11,-4.11,-4.22,94.9,95.0,97.0,87.09,91.0
603903,中持股份,2026-05-15,True,0.07,0.07,1.17,1.1,13.65,13.66,14.2,13.17,13.81
300687,赛意信息,2026-05-15,True,-2.67,-2.67,-14.03,-11.36,31.85,31.0,31.0,27.0,27.38
300730,科创信息,2026-05-15,True,-2.37,-2.37,-13.27,-10.9,16.43,16.04,16.14,14.1,14.25
002429,兆驰股份,2026-05-15,True,-0.22,-0.22,-6.43,-6.21,13.52,13.49,13.68,12.49,12.65
002971,和远气体,2026-05-15,True,-1.79,-1.79,10.01,11.8,37.46,36.79,41.21,34.8,41.21
002277,友阿股份,2026-05-15,True,-1.93,-1.93,-2.97,-1.04,6.74,6.61,6.7,6.43,6.54
001210,金房能源,2026-05-15,True,-4.76,-4.76,2.76,7.52,29.4,28.0,30.7,27.38,30.21
603118,共进股份,2026-05-15,True,-4.63,-4.63,-10.0,-5.37,17.7,16.88,16.88,15.93,15.93
603779,威龙股份,2026-05-15,True,9.98,9.98,9.98,0.0,9.02,9.92,9.92,9.92,9.92
002617,露笑科技,2026-05-15,True,4.95,4.95,-3.51,-8.46,9.7,10.18,10.24,9.26,9.36
600509,天富能源,2026-05-15,True,4.36,4.36,-2.9,-7.26,10.33,10.78,11.36,10.02,10.03
688478,晶升股份,2026-05-15,True,4.88,4.88,9.25,4.37,68.65,72.0,79.9,67.45,75.0
600156,华升股份,2026-05-15,True,4.86,4.86,-7.68,-12.54,14.19,14.88,15.61,12.77,13.1
003018,金富科技,2026-05-15,True,10.01,10.01,10.01,0.0,53.76,59.14,59.14,58.58,59.14
603002,宏昌电子,2026-05-15,True,7.03,7.03,-7.4,-14.43,16.35,17.5,17.53,14.88,15.14
603505,金石资源,2026-05-15,True,9.56,9.56,9.99,0.43,18.52,20.29,20.37,20.04,20.37
301076,新瀚新材,2026-05-15,True,6.2,6.2,4.91,-1.29,41.16,43.71,45.03,42.69,43.18
920579,机科股份,2026-05-15,False,4.61,,,,,,,,
003038,鑫铂股份,2026-05-15,True,3.15,3.15,-0.57,-3.72,13.97,14.41,15.0,13.81,13.89
003017,大洋生物,2026-05-15,True,1.26,1.26,3.15,1.89,32.43,32.84,34.98,32.53,33.45
002786,银宝山新,2026-05-15,True,2.15,2.15,6.32,4.17,7.91,8.08,8.44,7.96,8.41
301101,明月镜片,2026-05-15,True,1.58,1.58,1.32,-0.26,37.25,37.84,38.45,36.96,37.74
603379,三美股份,2026-05-15,True,3.57,3.57,2.41,-1.16,61.02,63.2,65.75,62.04,62.49
002778,中晟高科,2026-05-15,True,1.72,1.72,-0.91,-2.63,19.77,20.11,20.11,19.35,19.59
000559,万向钱潮,2026-05-15,True,4.11,4.11,5.8,1.69,16.54,17.22,17.99,17.1,17.5
688653,康希通信,2026-05-15,True,1.31,1.31,-0.99,-2.3,16.09,16.3,16.59,15.74,15.93
002889,东方嘉盛,2026-05-15,True,2.62,2.62,5.09,2.47,12.96,13.3,14.14,13.13,13.62
002332,仙琚制药,2026-05-15,True,1.27,1.27,0.35,-0.92,8.67,8.78,8.8,8.67,8.7
603916,苏博特,2026-05-15,True,1.77,1.77,-1.44,-3.21,15.23,15.5,15.62,14.81,15.01
603867,新化股份,2026-05-15,True,1.56,1.56,-5.07,-6.63,38.43,39.03,39.2,36.4,36.48
600469,风神股份,2026-05-15,True,1.69,1.69,-0.31,-2.0,6.49,6.6,6.71,6.41,6.47
300065,海兰信,2026-05-15,True,5.96,5.96,2.79,-3.17,23.33,24.72,25.5,23.87,23.98
001368,通达创智,2026-05-15,True,2.62,2.62,0.63,-1.99,28.58,29.33,29.33,28.28,28.76
002064,华峰化学,2026-05-15,True,1.41,1.41,1.23,-0.18,11.34,11.5,11.85,11.23,11.48
002669,康达新材,2026-05-15,True,4.0,4.0,0.57,-3.43,14.0,14.56,15.4,13.98,14.08
603338,浙江鼎力,2026-05-15,True,2.55,2.55,3.62,1.07,55.0,56.4,58.88,56.15,56.99
603400,华之杰,2026-05-15,True,2.0,2.0,4.91,2.91,83.04,84.7,88.2,83.37,87.12
000869,张  裕Ａ,2026-05-15,True,2.42,2.42,0.47,-1.95,19.01,19.47,19.5,19.03,19.1
001201,东瑞股份,2026-05-15,True,1.61,1.61,-1.15,-2.76,13.08,13.29,13.31,12.85,12.93
002374,中锐股份,2026-05-15,True,2.48,2.48,9.91,7.43,3.23,3.31,3.55,3.29,3.55
600660,福耀玻璃,2026-05-15,True,1.23,1.23,-1.25,-2.48,56.71,57.41,57.45,55.91,56.0
688108,赛诺医疗,2026-05-15,True,1.54,1.54,5.9,4.36,19.5,19.8,21.75,19.51,20.65
920106,林泰新材,2026-05-15,False,3.51,,,,,,,,
300433,蓝思科技,2026-05-15,True,5.23,5.23,5.88,0.65,32.31,34.0,35.0,33.16,34.21
600810,神马股份,2026-05-15,True,1.24,1.24,-2.06,-3.3,7.27,7.36,7.59,7.09,7.12
688097,博众精工,2026-05-15,True,1.27,1.27,-5.85,-7.12,65.96,66.8,66.98,60.71,62.1
002683,广东宏大,2026-05-15,True,1.14,1.14,-1.65,-2.79,37.0,37.42,37.49,35.9,36.39
920981,晶赛科技,2026-05-15,False,5.55,,,,,,,,
002221,东华能源,2026-05-15,True,1.0,1.0,0.25,-0.75,8.0,8.08,8.24,7.9,8.02
603078,江化微,2026-05-15,True,1.82,1.82,10.0,8.18,27.5,28.0,30.25,28.0,30.25
003043,华亚智能,2026-05-15,True,2.62,2.62,2.24,-0.38,58.48,60.01,60.88,57.29,59.79
301630,同宇新材,2026-05-15,True,1.8,1.8,-3.18,-4.98,262.3,267.01,278.4,250.71,253.95
300614,百川畅银,2026-05-15,True,1.71,1.71,-1.19,-2.9,13.42,13.65,13.66,13.15,13.26
301081,严牌股份,2026-05-15,True,3.66,3.66,19.98,16.32,16.92,17.54,20.3,17.17,20.3
601996,丰林集团,2026-05-15,True,1.08,1.08,10.11,9.03,2.77,2.8,3.05,2.71,3.05
601233,桐昆股份,2026-05-15,True,1.09,1.09,-2.99,-4.08,21.07,21.3,21.75,20.29,20.44
300553,集智股份,2026-05-15,True,1.34,1.34,-1.79,-3.13,64.78,65.65,66.0,62.54,63.62
603333,尚纬股份,2026-05-15,True,3.42,3.42,10.03,6.61,8.77,9.07,9.65,8.8,9.65
688226,威腾电气,2026-05-15,True,2.21,2.21,1.75,-0.46,60.54,61.88,63.43,59.51,61.6
000859,国风新材,2026-05-15,True,1.74,1.74,-1.19,-2.93,9.22,9.38,9.41,9.0,9.11
920526,凯华材料,2026-05-15,False,4.16,,,,,,,,
920971,天马新材,2026-05-15,False,1.74,,,,,,,,
920078,族兴新材,2026-05-15,False,3.32,,,,,,,,
300720,海川智能,2026-05-15,True,1.55,1.55,1.21,-0.34,67.9,68.95,73.0,67.31,68.72
301171,易点天下,2026-05-15,True,1.43,1.43,9.41,7.98,39.94,40.51,46.0,40.0,43.7
300133,华策影视,2026-05-15,True,2.1,2.1,-3.89,-5.99,10.02,10.23,10.38,9.53,9.63
002825,纳尔股份,2026-05-15,True,2.28,2.28,2.37,0.09,10.53,10.77,10.84,10.55,10.78
300499,高澜股份,2026-05-15,True,1.97,1.97,-1.08,-3.05,43.6,44.46,45.35,42.63,43.13
300234,开尔新材,2026-05-15,True,1.53,1.53,-2.42,-3.95,7.84,7.96,7.96,7.57,7.65
300780,德恩精工,2026-05-15,True,1.49,1.49,-0.48,-1.97,33.45,33.95,34.97,32.75,33.29
002034,旺能环境,2026-05-15,True,2.04,2.04,4.63,2.59,22.01,22.46,23.8,21.89,23.03
688662,富信科技,2026-05-15,True,3.13,3.13,12.91,9.78,77.37,79.79,92.84,79.79,87.36
920725,惠丰钻石,2026-05-15,False,1.74,,,,,,,,
002645,华宏科技,2026-05-15,True,1.41,1.41,-1.79,-3.2,28.46,28.86,28.9,27.48,27.95
301018,申菱环境,2026-05-15,True,1.93,1.93,-0.97,-2.9,133.1,135.67,140.0,129.78,131.81
300745,欣锐科技,2026-05-15,True,3.05,3.05,0.26,-2.79,49.26,50.76,52.97,47.68,49.39
603738,泰晶科技,2026-05-15,True,1.04,1.04,4.91,3.87,52.98,53.53,58.28,53.53,55.58
600246,万通发展,2026-05-15,True,2.0,2.0,6.31,4.31,12.52,12.77,13.77,12.68,13.31
301502,华阳智能,2026-05-15,True,1.79,1.79,8.19,6.4,70.25,71.51,77.0,69.46,76.0
300651,金陵体育,2026-05-15,True,2.04,2.04,9.34,7.3,31.36,32.0,35.7,31.69,34.29
301617,博苑股份,2026-05-15,True,1.6,1.6,-3.28,-4.88,68.56,69.66,70.31,65.06,66.31
002993,奥海科技,2026-05-15,True,4.17,4.17,0.68,-3.49,58.7,61.15,61.8,58.0,59.1
603124,江南新材,2026-05-15,True,1.0,1.0,-4.42,-5.42,125.08,126.33,127.6,118.2,119.55
688260,昀冢科技,2026-05-15,True,1.0,1.0,-3.57,-4.57,50.76,51.27,51.57,48.0,48.95
300983,尤安设计,2026-05-15,True,1.74,1.74,5.87,4.13,48.75,49.6,52.66,48.64,51.61
301150,中一科技,2026-05-15,True,1.2,1.2,-3.68,-4.88,76.09,77.0,77.59,72.5,73.29
603012,创力集团,2026-05-15,True,2.22,2.22,-3.27,-5.49,9.47,9.68,9.69,9.03,9.16
603061,金海通,2026-05-15,True,1.31,1.31,1.24,-0.07,306.0,310.0,320.0,283.04,309.79
603023,威帝股份,2026-05-15,True,1.4,1.4,1.2,-0.2,5.0,5.07,5.25,5.0,5.06
300259,新天科技,2026-05-15,True,2.19,2.19,4.97,2.78,5.03,5.14,5.36,4.8,5.28
300267,尔康制药,2026-05-15,True,1.3,1.3,-1.09,-2.39,4.6,4.66,4.8,4.5,4.55
001309,德明利,2026-05-15,True,0.05,0.05,-1.33,-1.38,721.65,722.01,759.99,697.62,712.06
000988,华工科技,2026-05-15,True,0.51,0.51,-2.49,-3.0,137.4,138.1,142.98,130.26,133.98
002475,立讯精密,2026-05-15,True,1.42,1.42,-1.86,-3.28,75.4,76.47,76.8,72.61,74.0
688981,中芯国际,2026-05-15,True,2.63,2.63,0.95,-1.68,117.9,121.0,125.0,118.48,119.02
601138,工业富联,2026-05-15,True,1.31,1.31,-1.43,-2.74,68.6,69.5,71.76,67.37,67.62
688008,澜起科技,2026-05-15,True,-0.03,-0.03,-6.45,-6.42,265.08,265.0,272.0,242.63,247.98
600584,长电科技,2026-05-15,True,1.58,1.58,6.89,5.31,54.31,55.17,59.73,54.63,58.05
300442,润泽科技,2026-05-15,True,2.41,2.41,2.8,0.39,99.67,102.07,110.98,100.62,102.46
000767,晋控电力,2026-05-15,True,,0.0,4.26,,4.7,4.7,5.08,4.38,4.9
002310,东方新能,2026-05-15,True,,0.0,-4.36,,3.21,3.21,3.24,3.02,3.07
601016,节能风电,2026-05-15,True,-3.92,-3.92,-1.37,2.55,5.1,4.9,5.25,4.74,5.03
002491,通鼎互联,2026-05-15,True,-2.35,-2.35,-8.36,-6.01,24.65,24.07,24.43,22.26,22.59
600172,黄河旋风,2026-05-15,True,-2.03,-2.03,-6.51,-4.48,11.83,11.59,12.2,10.97,11.06
300776,帝尔激光,2026-05-15,True,,0.0,2.91,,142.9,142.9,157.0,131.5,147.06
600578,京能电力,2026-05-15,True,2.04,2.04,10.05,8.01,6.37,6.5,7.01,5.88,7.01
002506,协鑫集成,2026-05-15,True,0.0,0.0,-4.69,-4.69,4.9,4.9,4.9,4.53,4.67
002782,可立克,2026-05-15,True,-0.56,-0.56,-4.25,-3.69,26.56,26.41,26.95,24.88,25.43
688716,中研股份,2026-05-15,True,3.36,3.36,4.92,1.56,36.56,37.79,39.92,37.5,38.36
603052,可川科技,2026-05-15,True,-0.42,-0.42,-1.66,-1.24,115.38,114.89,120.47,109.08,113.47
002973,侨银股份,2026-05-15,True,1.22,1.22,-0.36,-1.58,13.97,14.14,14.16,13.58,13.92
001287,中电港,2026-05-15,True,0.2,0.2,-4.64,-4.84,29.94,30.0,30.26,28.15,28.55
603206,嘉环科技,2026-05-15,True,0.0,0.0,-0.63,-0.63,17.49,17.49,17.86,17.28,17.38
600857,宁波中百,2026-05-15,True,0.19,0.19,-9.99,-10.18,15.52,15.55,15.55,13.97,13.97
688189,南新制药,2026-05-15,True,2.13,2.13,-2.51,-4.64,10.35,10.57,11.3,10.02,10.09
002885,京泉华,2026-05-15,True,1.97,1.97,-3.42,-5.39,44.76,45.64,46.6,42.0,43.23
000034,神州数码,2026-05-15,True,1.22,1.22,-0.44,-1.66,40.9,41.4,41.68,40.24,40.72
603717,天域生物,2026-05-15,True,-2.67,-2.67,-7.65,-4.98,8.23,8.01,8.01,7.58,7.6
603082,北自科技,2026-05-15,True,1.46,1.46,10.01,8.55,38.45,39.01,42.3,39.0,42.3
603535,嘉诚国际,2026-05-15,True,-0.92,-0.92,-4.01,-3.09,8.72,8.64,8.64,8.31,8.37
002229,鸿博股份,2026-05-15,True,3.05,3.05,0.44,-2.61,18.02,18.57,19.16,17.87,18.1
600819,耀皮玻璃,2026-05-15,True,-0.88,-0.88,-5.8,-4.92,7.93,7.86,7.86,7.44,7.47
605366,宏柏新材,2026-05-15,True,3.03,3.03,-3.36,-6.39,12.21,12.58,13.23,11.57,11.8
000790,华神科技,2026-05-15,True,0.68,0.68,-2.97,-3.65,4.38,4.41,4.41,4.19,4.25
000880,潍柴重机,2026-05-15,True,-0.28,-0.28,0.15,0.43,32.43,32.34,32.95,31.25,32.48
605086,龙高股份,2026-05-15,True,0.71,0.71,-3.93,-4.64,35.07,35.32,35.32,33.32,33.69
002881,美格智能,2026-05-15,True,0.64,0.64,0.02,-0.62,40.57,40.83,41.55,40.31,40.58
603344,星德胜,2026-05-15,True,3.54,3.54,4.12,0.58,31.33,32.44,32.9,30.49,32.62
000818,航锦科技,2026-05-15,True,1.25,1.25,-4.56,-5.81,17.55,17.77,18.05,16.6,16.75
603005,晶方科技,2026-05-15,True,0.73,0.73,0.55,-0.18,32.76,33.0,34.28,32.5,32.94
600449,宁夏建材,2026-05-15,True,-0.71,-0.71,-3.7,-2.99,15.39,15.28,15.38,14.68,14.82
